display_role_id,display_role_name,job_family_id,market_frequency,is_active,mapping_source,review_status,created_at,updated_at,saramin_category,saramin_job_code,saramin_max_count,is_searchable
DR_00014,PMO담당,JF_STR_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00015,애자일코치,JF_STR_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00016,스크럼마스터,JF_STR_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00017,PjM,JF_STR_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00018,프로그램매니저,JF_STR_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00019,상품기획자,JF_STR_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00020,Product Owner,JF_STR_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00021,서비스기획자,JF_STR_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00022,PM(ProductManager),JF_STR_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00023,기획PM,JF_STR_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00024,플랫폼기획자,JF_STR_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00025,경영지원담당,JF_STR_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00026,사업관리담당,JF_STR_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00027,임원비서,JF_STR_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00028,경영총괄지원,JF_STR_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00029,사무국장,JF_STR_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00030,브랜드마케터,JF_MKT_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00031,브랜드매니저,JF_MKT_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00032,캠페인기획자,JF_MKT_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00033,ATL마케터,JF_MKT_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00034,마케팅매니저,JF_MKT_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00035,브랜드전략담당,JF_MKT_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00036,퍼포먼스마케터,JF_MKT_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00037,디지털마케터,JF_MKT_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00038,검색광고담당,JF_MKT_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00039,SA/DA운영자,JF_MKT_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00040,미디어바잉담당,JF_MKT_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00041,광고운영담당,JF_MKT_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00042,콘텐츠마케터,JF_MKT_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00043,SNS마케터,JF_MKT_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00044,콘텐츠에디터,JF_MKT_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00045,소셜미디어담당,JF_MKT_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00046,콘텐츠크리에이터,JF_MKT_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00047,블로그마케터,JF_MKT_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00048,CRM마케터,JF_MKT_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00049,그로스해커,JF_MKT_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00050,리텐션마케터,JF_MKT_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00051,MAU담당,JF_MKT_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00052,그로스매니저,JF_MKT_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00053,CRM전략담당,JF_MKT_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00054,온라인마케터,JF_MKT_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00055,이커머스마케터,JF_MKT_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00056,채널매니저,JF_MKT_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00057,플랫폼마케터,JF_MKT_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00058,D2C마케터,JF_MKT_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00059,PR매니저,JF_MKT_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00060,홍보담당,JF_MKT_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00061,언론홍보담당,JF_MKT_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00062,대외협력담당,JF_MKT_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00063,IR홍보담당,JF_MKT_06,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00064,위기커뮤니케이션담당,JF_MKT_06,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00065,AE(광고기획),JF_MKT_07,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00066,광고기획자,JF_MKT_07,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00067,마케팅기획자,JF_MKT_07,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00068,크리에이티브디렉터,JF_MKT_07,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00069,카피라이터,JF_MKT_07,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00070,CD(CreativeDirector),JF_MKT_07,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00071,마케팅리서처,JF_MKT_08,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00072,시장조사담당,JF_MKT_08,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00073,소비자인사이트분석가,JF_MKT_08,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00074,리서치매니저,JF_MKT_08,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00075,트렌드분석가,JF_MKT_08,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00076,MD(머천다이저),JF_MKT_09,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00077,바이어,JF_MKT_09,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00078,상품관리자,JF_MKT_09,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00079,VMD,JF_MKT_09,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00080,카테고리매니저,JF_MKT_09,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00081,바잉담당,JF_MKT_09,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00082,재무담당,JF_FIN_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00083,FP&A담당,JF_FIN_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00084,IR담당,JF_FIN_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00085,재무기획자,JF_FIN_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00086,CFO스태프,JF_FIN_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00087,자본시장담당,JF_FIN_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00088,회계사,JF_FIN_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00089,경리담당,JF_FIN_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00090,원가분석가,JF_FIN_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00091,결산담당,JF_FIN_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00092,재무회계담당,JF_FIN_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00093,공인회계사(CPA),JF_FIN_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00094,세무사,JF_FIN_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00095,세무담당,JF_FIN_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00096,내부감사,JF_FIN_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00097,관세사,JF_FIN_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00098,세무조정담당,JF_FIN_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00099,조세전략담당,JF_FIN_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00100,자금담당,JF_FIN_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00101,예산관리담당,JF_FIN_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00102,자금운용담당,JF_FIN_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00103,현금흐름관리,JF_FIN_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00104,재무운용담당,JF_FIN_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00105,HR담당,JF_HR_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00106,인사기획자,JF_HR_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00107,HR제너럴리스트,JF_HR_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00108,인사팀장,JF_HR_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00109,HR매니저,JF_HR_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00110,인사관리담당,JF_HR_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00111,채용담당,JF_HR_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00112,리크루터,JF_HR_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00113,TA(TalentAcquisition),JF_HR_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00114,헤드헌터,JF_HR_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00115,인재확보담당,JF_HR_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00116,채용매니저,JF_HR_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00117,평가보상담당,JF_HR_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00118,C&B매니저,JF_HR_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00119,HRBP,JF_HR_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00120,급여담당,JF_HR_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00121,성과관리담당,JF_HR_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00122,보상전략담당,JF_HR_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00123,조직개발담당,JF_HR_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00124,OD컨설턴트,JF_HR_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00125,조직문화담당,JF_HR_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00126,변화관리담당,JF_HR_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00127,조직설계담당,JF_HR_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00128,HRD담당,JF_HR_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00129,교육기획자,JF_HR_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00130,러닝디자이너,JF_HR_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00131,사내강사,JF_HR_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00132,L&D매니저,JF_HR_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00133,역량개발담당,JF_HR_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00134,노무담당,JF_HR_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00135,노무사,JF_HR_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00136,노사관계담당,JF_HR_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00137,산재관리담당,JF_HR_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00138,근로계약관리,JF_HR_06,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00139,CLA담당,JF_HR_06,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00140,총무담당,JF_ADM_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00141,행정지원담당,JF_ADM_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00142,비서,JF_ADM_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00143,사무보조,JF_ADM_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00144,총무팀장,JF_ADM_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00145,시설담당,JF_ADM_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00146,기업법무담당,JF_ADM_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00147,계약관리담당,JF_ADM_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00148,법무팀원,JF_ADM_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00149,계약검토담당,JF_ADM_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00150,법무매니저,JF_ADM_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00151,준법감시인,JF_ADM_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00152,컴플라이언스담당,JF_ADM_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00153,리스크매니저,JF_ADM_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00154,내부통제담당,JF_ADM_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00155,GRC담당,JF_ADM_03,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00156,변호사,JF_PRO_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00157,법무사,JF_PRO_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00158,변리사,JF_PRO_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00159,노무사(전문직),JF_PRO_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00160,사내변호사,JF_PRO_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00161,기업변호사,JF_PRO_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-23,,,,
DR_00162,공무원,JF_ADM_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00163,행정직,JF_ADM_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00164,정책기획담당,JF_ADM_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00165,사무관,JF_ADM_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00166,주무관,JF_ADM_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00167,변리사(IP전담),JF_ADM_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00168,IP담당,JF_ADM_06,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00169,특허엔지니어,JF_ADM_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00170,지식재산담당,JF_ADM_06,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00171,특허출원담당,JF_ADM_06,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00172,백엔드개발자,JF_DEV_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00173,서버개발자,JF_DEV_01,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00174,Java개발자,JF_DEV_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00175,Python개발자,JF_DEV_01,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00176,Node.js개발자,JF_DEV_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00177,Spring개발자,JF_DEV_01,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00178,프론트엔드개발자,JF_DEV_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00179,웹개발자,JF_DEV_02,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00180,React개발자,JF_DEV_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00181,Vue개발자,JF_DEV_02,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00182,UI개발자,JF_DEV_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00183,Angular개발자,JF_DEV_02,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00184,풀스택개발자,JF_DEV_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00185,웹개발자,JF_DEV_03,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00186,웹퍼블리셔,JF_DEV_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00187,풀스택엔지니어,JF_DEV_03,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00188,앱개발자,JF_DEV_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00189,iOS개발자,JF_DEV_04,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00190,Android개발자,JF_DEV_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00191,Flutter개발자,JF_DEV_04,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00192,React Native개발자,JF_DEV_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00193,모바일엔지니어,JF_DEV_04,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00194,게임개발자,JF_DEV_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00195,게임클라이언트개발자,JF_DEV_05,high,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00196,게임서버개발자,JF_DEV_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00197,Unity개발자,JF_DEV_05,medium,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
DR_00198,Unreal개발자,JF_DEV_05,low,True,v10_saramin_based,confirmed,2026-03-16T23:15:25,2026-03-16T23:15:25,,,,
