job_family_id,family_group_id,major_category_num,major_category_label,major_category_icon,job_family_name_ko,typical_roles_json,scope,industry_sensitive,question_engine_key,created_at,updated_at
JF_MKT_06,FG_MARKETING,2,마케팅·홍보·조사,📣,PR·홍보·대외협력,"[""PR매니저"", ""홍보담당"", ""언론홍보담당"", ""대외협력담당"", ""IR홍보담당"", ""위기커뮤니케이션담당""]",산업특화,False,JF_MKT_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MKT_07,FG_MARKETING,2,마케팅·홍보·조사,📣,광고기획·AE,"[""AE(광고기획)"", ""광고기획자"", ""마케팅기획자"", ""CD(CreativeDirector)""]",산업특화,False,JF_MKT_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MKT_08,FG_MARKETING,2,마케팅·홍보·조사,📣,시장조사·리서치·인사이트,"[""마케팅리서처"", ""시장조사담당"", ""소비자인사이트분석가"", ""리서치매니저"", ""트렌드분석가""]",산업특화,False,JF_MKT_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MKT_09,FG_MARKETING,2,마케팅·홍보·조사,📣,바이어·VMD·상품관리,"[""바이어"", ""상품관리자"", ""VMD"", ""바잉담당""]",산업특화,False,JF_MKT_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_FIN_01,FG_FINANCE_GEN,3,회계·세무·재무,💰,재무기획·FP&A·IR,"[""재무담당"", ""FP&A담당"", ""IR담당"", ""재무기획자"", ""CFO스태프"", ""자본시장담당""]",전산업공통,False,JF_FIN_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_FIN_02,FG_FINANCE_GEN,3,회계·세무·재무,💰,회계·경리,"[""회계사"", ""경리담당"", ""원가분석가"", ""결산담당"", ""재무회계담당""]",전산업공통,False,JF_FIN_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_FIN_03,FG_FINANCE_GEN,3,회계·세무·재무,💰,세무·감사,"[""세무담당"", ""내부감사"", ""관세사"", ""세무조정담당"", ""조세전략담당""]",전산업공통,False,JF_FIN_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_FIN_04,FG_FINANCE_GEN,3,회계·세무·재무,💰,자금·예산관리,"[""자금담당"", ""예산관리담당"", ""자금운용담당"", ""현금흐름관리"", ""재무운용담당""]",전산업공통,False,JF_FIN_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_01,FG_HR,4,인사·노무·HRD,👥,인사기획·HR제너럴리스트,"[""HR담당"", ""인사기획자"", ""HR제너럴리스트"", ""인사팀장"", ""HR매니저"", ""인사관리담당""]",전산업공통,False,JF_HR_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_02,FG_HR,4,인사·노무·HRD,👥,채용·리크루팅,"[""채용담당"", ""리크루터"", ""TA(TalentAcquisition)"", ""헤드헌터"", ""인재확보담당"", ""채용매니저""]",전산업공통,False,JF_HR_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_03,FG_HR,4,인사·노무·HRD,👥,평가·보상·HRBP,"[""평가보상담당"", ""C&B매니저"", ""HRBP"", ""급여담당"", ""성과관리담당"", ""보상전략담당""]",전산업공통,False,JF_HR_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_04,FG_HR,4,인사·노무·HRD,👥,조직개발·OD·조직문화,"[""조직개발담당"", ""OD컨설턴트"", ""조직문화담당"", ""변화관리담당"", ""조직설계담당""]",전산업공통,False,JF_HR_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_05,FG_HR,4,인사·노무·HRD,👥,인재개발·HRD담당(사내),"[""HRD담당"", ""교육기획자"", ""L&D매니저"", ""HRD담당자"", ""사내교육기획자"", ""역량개발매니저""]",전산업공통,False,JF_HR_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_HR_06,FG_HR,4,인사·노무·HRD,👥,노무관리·노사관계,"[""노무담당"", ""노무사"", ""노사관계담당"", ""산재관리담당"", ""근로계약관리"", ""CLA담당""]",전산업공통,False,JF_HR_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_ADM_01,FG_ADMIN_LEGAL,5,총무·법무·사무,🗂️,총무·행정·비서,"[""사무담당자"", ""경영지원담당"", ""총무담당"", ""행정지원담당"", ""비서"", ""사무보조"", ""총무팀장"", ""시설담당""]",전산업공통,False,JF_ADM_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_ADM_02,FG_ADMIN_LEGAL,5,총무·법무·사무,🗂️,기업법무·계약관리,"[""기업법무담당"", ""계약관리담당"", ""법무팀원"", ""계약검토담당"", ""법무매니저""]",전산업공통,False,JF_ADM_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_ADM_03,FG_ADMIN_LEGAL,5,총무·법무·사무,🗂️,컴플라이언스·리스크관리,"[""준법감시인"", ""컴플라이언스담당"", ""리스크매니저"", ""내부통제담당"", ""GRC담당""]",전산업공통,False,JF_ADM_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_ADM_05,FG_ADMIN_LEGAL,5,총무·법무·사무,🗂️,사내행정·공공업무담당,"[""행정지원담당(공공협력)"", ""정부과제담당"", ""인허가담당"", ""관공서대응담당"", ""공공기관파견직""]",전산업공통,False,JF_ADM_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_ADM_06,FG_ADMIN_LEGAL,5,총무·법무·사무,🗂️,특허·지식재산(IP)담당,"[""IP담당"", ""특허엔지니어"", ""지식재산담당"", ""특허출원담당""]",전산업공통,False,JF_ADM_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_01,FG_IT_DEV,6,IT·개발,💻,백엔드개발,"[""백엔드개발자"", ""서버개발자"", ""Java개발자"", ""Python개발자"", ""Node.js개발자"", ""Spring개발자""]",IT특화,False,JF_DEV_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_02,FG_IT_DEV,6,IT·개발,💻,프론트엔드개발,"[""프론트엔드개발자"", ""React개발자"", ""Vue개발자"", ""UI개발자"", ""Angular개발자""]",IT특화,False,JF_DEV_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_03,FG_IT_DEV,6,IT·개발,💻,풀스택·웹개발,"[""소프트웨어개발자"", ""풀스택개발자"", ""웹개발자"", ""웹퍼블리셔"", ""풀스택엔지니어""]",IT특화,False,JF_DEV_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_04,FG_IT_DEV,6,IT·개발,💻,앱·모바일개발,"[""앱개발자"", ""iOS개발자"", ""Android개발자"", ""Flutter개발자"", ""React Native개발자"", ""모바일엔지니어""]",IT특화,False,JF_DEV_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_05,FG_IT_DEV,6,IT·개발,💻,게임개발,"[""게임개발자"", ""게임클라이언트개발자"", ""게임서버개발자"", ""Unity개발자"", ""Unreal개발자"", ""TD(TechnicalDirector)""]",게임특화,False,JF_DEV_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_06,FG_IT_DEV,6,IT·개발,💻,임베디드·펌웨어,"[""임베디드개발자"", ""펌웨어개발자"", ""HW개발자"", ""BSP개발자"", ""RTOS개발자""]",제조특화,False,JF_DEV_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_07,FG_IT_DEV,6,IT·개발,💻,QA·테스트엔지니어,"[""QA엔지니어"", ""테스터"", ""SDET"", ""자동화QA"", ""테스트엔지니어""]",IT특화,False,JF_DEV_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_08,FG_IT_DEV,6,IT·개발,💻,IT컨설팅·SI·ERP,"[""IT컨설턴트"", ""SI엔지니어"", ""SAP컨설턴트"", ""ERP구축담당"", ""Oracle컨설턴트"", ""Salesforce개발자""]",IT특화,False,JF_DEV_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DEV_09,FG_IT_DEV,6,IT·개발,💻,블록체인·Web3,"[""블록체인개발자"", ""스마트컨트랙트개발자"", ""Web3개발자"", ""DApp개발자"", ""Solidity개발자""]",IT특화,False,JF_DEV_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_01,FG_AI_DATA,7,AI·데이터·인프라,🤖,AI·ML엔지니어·MLOps,"[""AI엔지니어"", ""ML엔지니어"", ""MLOps엔지니어"", ""LLMOps엔지니어"", ""머신러닝엔지니어""]",IT특화,False,JF_AI_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_02,FG_AI_DATA,7,AI·데이터·인프라,🤖,AI·ML연구원,"[""AI연구원"", ""딥러닝연구원"", ""NLP연구원"", ""CV연구원"", ""음성AI연구원"", ""생성AI연구원""]",IT특화,False,JF_AI_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_03,FG_AI_DATA,7,AI·데이터·인프라,🤖,데이터사이언티스트,"[""데이터사이언티스트"", ""ML분석가"", ""통계모델러"", ""예측모델담당""]",IT특화,False,JF_AI_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_04,FG_AI_DATA,7,AI·데이터·인프라,🤖,데이터분석가·BI·DBA,"[""데이터분석가"", ""BI엔지니어"", ""DBA"", ""SQL분석가"", ""데이터애널리스트"", ""인사이트분석가""]",IT특화,False,JF_AI_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_05,FG_AI_DATA,7,AI·데이터·인프라,🤖,데이터엔지니어,"[""데이터엔지니어"", ""ETL개발자"", ""Spark엔지니어"", ""파이프라인엔지니어"", ""Kafka엔지니어""]",IT특화,False,JF_AI_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_06,FG_AI_DATA,7,AI·데이터·인프라,🤖,AI서비스개발·LLM응용,"[""AI서비스개발자"", ""LLM응용개발자"", ""AI Agent개발자"", ""RAG개발자"", ""ChatBot개발자""]",IT특화,False,JF_AI_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_07,FG_AI_DATA,7,AI·데이터·인프라,🤖,클라우드·DevOps·인프라,"[""클라우드엔지니어"", ""DevOps엔지니어"", ""SRE(사이트신뢰성엔지니어)"", ""인프라엔지니어"", ""AWS엔지니어"", ""GCP엔지니어""]",IT특화,False,JF_AI_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_08,FG_AI_DATA,7,AI·데이터·인프라,🤖,시스템·네트워크엔지니어,"[""시스템엔지니어"", ""네트워크엔지니어"", ""서버관리자"", ""네트워크관리자"", ""시스템운영담당""]",IT특화,False,JF_AI_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_09,FG_AI_DATA,7,AI·데이터·인프라,🤖,정보보안·보안엔지니어,"[""정보보안엔지니어"", ""보안담당"", ""침해대응담당"", ""모의해킹전문가"", ""ISMS담당"", ""보안아키텍트"", ""AI보안전문가""]",IT특화,False,JF_AI_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_10,FG_AI_DATA,7,AI·데이터·인프라,🤖,IT지원·헬프데스크,"[""IT지원담당"", ""헬프데스크"", ""전산담당"", ""IT운영담당"", ""기술지원""]",전산업공통,False,JF_AI_10,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_11,FG_AI_DATA,7,AI·데이터·인프라,🤖,AI기획·DX전략,"[""AI기획자"", ""DX전략담당"", ""AI사업전략담당"", ""AI컨설턴트"", ""디지털전환기획자""]",전산업공통,False,JF_AI_11,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_AI_12,FG_AI_DATA,7,AI·데이터·인프라,🤖,프롬프트엔지니어·AI활용,"[""프롬프트엔지니어"", ""AI활용전문가"", ""AI튜터"", ""데이터라벨러"", ""AI윤리담당""]",전산업공통,False,JF_AI_12,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_01,FG_DESIGN,8,디자인,🎨,UX·UI·프로덕트디자인,"[""UX디자이너"", ""UI디자이너"", ""프로덕트디자이너"", ""서비스디자이너"", ""인터랙션디자이너"", ""UX리서처"", ""웹디자이너""]",IT특화,False,JF_DES_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_02,FG_DESIGN,8,디자인,🎨,그래픽·시각·편집디자인,"[""그래픽디자이너"", ""시각디자이너"", ""편집디자이너"", ""북디자이너"", ""타이포그래퍼""]",산업특화,False,JF_DES_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_03,FG_DESIGN,8,디자인,🎨,브랜드·광고디자인,"[""브랜드디자이너"", ""광고디자이너"", ""아트디렉터"", ""비주얼아이덴티티디자이너""]",산업특화,False,JF_DES_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_04,FG_DESIGN,8,디자인,🎨,영상·모션·3D디자인,"[""영상디자이너"", ""모션그래픽디자이너"", ""3D디자이너""]",산업특화,False,JF_DES_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_05,FG_DESIGN,8,디자인,🎨,패션·텍스타일디자인,"[""패션디자이너"", ""텍스타일디자이너"", ""의상디자이너"", ""액세서리디자이너""]",기타특화,False,JF_DES_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_06,FG_DESIGN,8,디자인,🎨,제품·산업디자인,"[""제품디자이너"", ""산업디자이너"", ""ID(IndustrialDesigner)"", ""패키지디자이너""]",기타특화,False,JF_DES_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_07,FG_DESIGN,8,디자인,🎨,공간·인테리어·환경디자인,"[""실내디자이너"", ""공간디자이너"", ""디스플레이디자이너"", ""환경디자이너""]",기타특화,False,JF_DES_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_DES_08,FG_DESIGN,8,디자인,🎨,일러스트·캐릭터·웹툰,"[""일러스트레이터"", ""캐릭터디자이너"", ""웹툰작가"", ""콘셉트아티스트""]",기타특화,False,JF_DES_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_01,FG_SALES,9,영업·판매·무역,💼,B2B영업·법인영업,"[""제품영업"", ""서비스영업"", ""B2B영업담당"", ""법인영업담당"", ""기업영업매니저"", ""세일즈매니저"", ""영업팀장""]",산업특화,False,JF_SAL_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_02,FG_SALES,9,영업·판매·무역,💼,기술영업·IT영업,"[""기술영업담당"", ""IT영업담당"", ""솔루션영업"", ""프리세일즈엔지니어"", ""테크니컬세일즈""]",산업특화,False,JF_SAL_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_03,FG_SALES,9,영업·판매·무역,💼,해외영업·무역·수출입,"[""해외영업담당"", ""무역담당"", ""글로벌세일즈"", ""국제영업담당"", ""수출영업담당""]",산업특화,False,JF_SAL_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_04,FG_SALES,9,영업·판매·무역,💼,B2C·리테일영업,"[""B2C영업담당"", ""리테일영업"", ""채널영업"", ""대리점관리"", ""프랜차이즈관리자"", ""법인영업""]",산업특화,False,JF_SAL_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_05,FG_SALES,9,영업·판매·무역,💼,광고·미디어영업,"[""광고영업담당"", ""미디어영업"", ""스폰서십매니저"", ""광고솔루션영업""]",산업특화,False,JF_SAL_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_SAL_06,FG_SALES,9,영업·판매·무역,💼,영업관리·영업지원,"[""영업관리"", ""영업지원"", ""영업기획"", ""영업관리담당"", ""영업지원담당"", ""세일즈옵스"", ""영업기획자"", ""CRM운영담당""]",전산업공통,False,JF_SAL_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CS_01,FG_CS,10,고객상담·TM,🎧,고객성공·어카운트매니저,"[""고객성공매니저(CSM)"", ""어카운트매니저(AM)"", ""고객담당자"", ""키어카운트매니저""]",산업특화,False,JF_CS_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CS_02,FG_CS,10,고객상담·TM,🎧,인바운드상담·고객센터,"[""인바운드상담원"", ""고객센터상담원"", ""CS담당"", ""콜센터상담원"", ""채팅상담원""]",산업특화,False,JF_CS_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CS_03,FG_CS,10,고객상담·TM,🎧,아웃바운드·TM,"[""아웃바운드상담원"", ""텔레마케터(TM)"", ""전화영업담당"", ""콜영업""]",산업특화,False,JF_CS_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CS_04,FG_CS,10,고객상담·TM,🎧,고객센터운영·QA,"[""고객센터관리자"", ""QA매니저"", ""콜센터운영관리자"", ""CS팀장"", ""WFM담당""]",산업특화,False,JF_CS_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_01,FG_SCM,11,구매·자재·물류,📦,구매·조달·바잉,"[""구매관리자"", ""구매담당"", ""조달담당"", ""바이어(구매)"", ""구매팀장"", ""전략구매담당""]",전산업공통,False,JF_OPS_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_02,FG_SCM,11,구매·자재·물류,📦,자재관리·재고관리,"[""자재관리자"", ""자재관리담당"", ""재고관리담당"", ""창고관리담당"", ""물류현장담당"", ""WMS운영""]",기타특화,False,JF_OPS_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_03,FG_SCM,11,구매·자재·물류,📦,SCM·물류기획,"[""SCM매니저"", ""물류기획담당"", ""공급망관리담당"", ""물류운영담당"", ""3PL관리"", ""유통관리자"", ""물류관리자""]",전산업공통,False,JF_OPS_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_04,FG_SCM,11,구매·자재·물류,📦,이커머스운영·플랫폼운영,"[""이커머스운영담당"", ""플랫폼운영담당"", ""커머스MD"", ""온라인운영매니저""]",산업특화,False,JF_OPS_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_05,FG_SCM,11,구매·자재·물류,📦,시설·자산관리,"[""시설관리자"", ""시설관리담당"", ""자산관리담당"", ""CAFM운영"", ""부동산운영담당"", ""빌딩관리자""]",전산업공통,False,JF_OPS_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_06,FG_SCM,11,구매·자재·물류,📦,운전·배송·물류현장직,"[""납품·배송기사"", ""배달기사"", ""수행기사·운전기사"", ""화물기사"", ""중장비기사"", ""버스기사"", ""택시기사"", ""지게차기사"", ""퀵서비스기사"", ""탑차기사"", ""조종사·기관사""]",기타특화,False,JF_OPS_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_OPS_07,FG_SCM,11,구매·자재·물류,📦,수출입·통관,"[""통관담당"", ""수출입담당"", ""무역사무원"", ""포워더"", ""관세사(무역)"", ""수출입물류담당""]",기타특화,False,JF_OPS_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PMD_01,FG_PRODUCT_MD,12,상품기획·MD,🛍️,상품기획·카테고리매니저,"[""상품기획자"", ""카테고리매니저"", ""MD담당(기획)"", ""품목기획자""]",산업특화,False,JF_PMD_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PMD_02,FG_PRODUCT_MD,12,상품기획·MD,🛍️,MD·바이어·소싱,"[""MD(머천다이저)"", ""바이어(패션/유통)"", ""소싱담당"", ""구매MD""]",산업특화,False,JF_PMD_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PMD_03,FG_PRODUCT_MD,12,상품기획·MD,🛍️,VMD·비주얼머천다이징,"[""VMD(비주얼머천다이저)"", ""매장기획담당"", ""디스플레이기획""]",산업특화,False,JF_PMD_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_PMD_04,FG_PRODUCT_MD,12,상품기획·MD,🛍️,이커머스MD·온라인MD,"[""온라인MD"", ""이커머스MD"", ""셀러매니저"", ""마켓플레이스MD""]",산업특화,False,JF_PMD_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_01,FG_PRODUCTION,13,생산·품질·안전,🏭,생산관리·공정엔지니어,"[""생산직종사자"", ""생산관리자"", ""공정엔지니어"", ""제조기술담당"", ""생산기술엔지니어"", ""공장관리자"", ""포장·가공담당""]",기타특화,False,JF_MFG_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_02,FG_PRODUCTION,13,생산·품질·안전,🏭,품질관리·QC·품질보증,"[""품질관리자"", ""QC엔지니어"", ""품질보증담당"", ""검사담당"", ""QA(생산)"", ""6시그마담당""]",기타특화,False,JF_MFG_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_03,FG_PRODUCTION,13,생산·품질·안전,🏭,안전관리·EHS·환경,"[""안전관리자"", ""EHS담당"", ""환경관리자"", ""보건관리자"", ""산업안전담당""]",전산업공통,False,JF_MFG_03,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_04,FG_PRODUCTION,13,생산·품질·안전,🏭,설비·유지보수·기계정비,"[""설비엔지니어"", ""유지보수담당"", ""기계정비기사"", ""PM엔지니어"", ""설비보전담당""]",기타특화,False,JF_MFG_04,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_05,FG_PRODUCTION,13,생산·품질·안전,🏭,전기·전자·반도체엔지니어,"[""전기엔지니어"", ""전자설계엔지니어"", ""반도체엔지니어"", ""PCB설계엔지니어"", ""회로설계담당""]",기타특화,False,JF_MFG_05,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_06,FG_PRODUCTION,13,생산·품질·안전,🏭,기계·자동화·로봇엔지니어,"[""기계엔지니어"", ""자동화엔지니어"", ""로봇엔지니어"", ""CAD설계엔지니어"", ""메카트로닉스"", ""AI로봇엔지니어""]",기타특화,False,JF_MFG_06,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_07,FG_PRODUCTION,13,생산·품질·안전,🏭,화학·소재·환경엔지니어,"[""화학엔지니어"", ""소재엔지니어"", ""환경엔지니어"", ""공정개발엔지니어"", ""고분자엔지니어""]",기타특화,False,JF_MFG_07,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_08,FG_PRODUCTION,13,생산·품질·안전,🏭,통신·RF·하드웨어엔지니어,"[""통신엔지니어"", ""RF엔지니어"", ""하드웨어엔지니어"", ""필드엔지니어"", ""안테나엔지니어""]",기타특화,False,JF_MFG_08,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_09,FG_PRODUCTION,13,생산·품질·안전,🏭,기계설계·CAD·엔지니어링,"[""기계설계엔지니어"", ""CAD설계담당"", ""3D설계엔지니어"", ""메카니컬엔지니어"", ""구조해석담당"", ""CAD/CAM담당""]",기타특화,False,JF_MFG_09,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_10,FG_PRODUCTION,13,생산·품질·안전,🏭,플랜트·에너지엔지니어,"[""플랜트엔지니어"", ""에너지엔지니어"", ""화공플랜트담당"", ""피핑엔지니어"", ""프로세스엔지니어""]",기타특화,False,JF_MFG_10,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_MFG_11,FG_PRODUCTION,13,생산·품질·안전,🏭,식품·음료 제조현장직,"[""식품가공원"", ""도축원"", ""조리식품제조원"", ""음료제조원"", ""제과제빵제조원"", ""사료제조원"", ""수산물공장가공원"", ""식품포장원""]",기타특화,False,JF_MFG_11,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_MFG_12,FG_PRODUCTION,13,생산·품질·안전,🏭,섬유·의복·가죽 생산직,"[""방적원"", ""직조원"", ""염색가공원"", ""봉제원"", ""재단사"", ""가죽가공원"", ""신발제조원"", ""섬유검사원""]",기타특화,False,JF_MFG_12,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_MFG_13,FG_PRODUCTION,13,생산·품질·안전,🏭,화학·고무·플라스틱 생산직,"[""화학제품제조원"", ""석유화학생산직"", ""합성수지제조원"", ""고무제품제조원"", ""플라스틱제품제조원"", ""화장품제조원"", ""도료제조원"", ""화학공정운전원""]",기타특화,False,JF_MFG_13,2026-03-23T00:00:00,2026-03-23T00:00:00
JF_CON_01,FG_CONSTRUCTION,14,건설·건축,🏗️,건축설계·건축기사·감리,"[""건축가"", ""건축기사"", ""건축설계담당"", ""감리원"", ""건축구조기사""]",기타특화,False,JF_CON_01,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CON_02,FG_CONSTRUCTION,14,건설·건축,🏗️,토목·시공·현장관리,"[""토목기사"", ""시공기사"", ""현장관리자"", ""공무"", ""공무(현장)"", ""토목설계기사"", ""현장보조""]",기타특화,False,JF_CON_02,2026-03-17T00:39:45,2026-03-23T00:00:00
JF_CON_03,FG_CONSTRUCTION,14,건설·건축,🏗️,전기·소방·설비공사,"[""소방설비기사"", ""전기기사"", ""소방설비담당"", ""설비공사담당"", ""배관기사"", ""전기설계담당""]",기타특화,False,JF_CON_03,2026-03-17T00:39:45,2026-03-23T00:00:00
